"site","transect","observer","Transect.area","common.name","species","year","group","Count","area","zone","N.segments"
"Anderson Point",2,"CH",30,"Balanus nubilis, giant acorn barnacle","BALNUB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Cadlina luteomarginata","CADLUT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Cancer oregonensis, pygmy rock crab","CANORE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Cancer spp., cancer crab","CANSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Ceratostoma","CERFOL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Chiton","CHITON",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Craniella arb, grey tennis ball sponge","CRAARB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Crossaster papposus, sea star","CROPAP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Cryptolithoides sitchensis, umbrella crab","CRYSIT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Cucumaria","CUCMIN",2015,"Invert",3,NA,5,NA
"Anderson Point",2,"CH",30,"Dermasterias","DERIMB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Dialula sandiegensis","DIASAN",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Anderson Point",2,"CH",30,"Enteroctopus dofleini","ENTDOF",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Haliotis kamtschatkana, pinto abalone","HALKAM",2015,"Invert",0,NA,5,NA
=======
"Anderson Point",2,"CH",30,"Diodora aspera","DIOASP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Dirona","DIRALB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Doris odhneri","DORODH",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Enteroctopus dofleini","ENTDOF",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Epiactis prolifera","EPIPRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Eupentacta","EUPQUI",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Evasterias","EVATRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Fusitriton oregonensis","FUSORE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Gumboot chiton","CRYSTE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Haliotis kamtschatkana, pinto abalone","HALKAM",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Henricia leviuscula","HENLEV",2015,"Invert",1,NA,5,NA
>>>>>>> master
"Anderson Point",2,"CH",30,"Hermissenda crassicornis, opalescent nudibranch","HERCRA",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Janolus fuscus, nudibranch","JANFUS",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Lepasterias spp.","LEPSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Limacia cockerelli","LIMCOC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Lirabuccinum dirum, dire whelk","LIRDIR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Lopholithodes mandtii, Puget Sound king crab","LOPMAN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Mediaster aequalis","MEDAEQ",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Mesocentrotus franciscanus, red urchin","MESFRA",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Metridium giganteum, giant plumose anemone","METGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Metridium spp., white plumed anemones","METSPP",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Anderson Point",2,"CH",30,"misc. scallops (not rock)","SCALLOP",2015,"Invert",0,NA,5,NA
=======
"Anderson Point",2,"CH",30,"Mimulus","MIMFOL",2015,"Invert",0,NA,5,NA
>>>>>>> master
"Anderson Point",2,"CH",30,"Mytilus californianus, California mussel","MYTCAL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Northern kelp crab","PUGPRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Nucella lamellosa, whelk (used generally for rough predatory whelks)","NUCLAM",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Nudibranch","NUDIBR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Orthasterias koehleri, rainbow star","ORTKOE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Pagurus spp, hermit crabs","PAGSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Parastichopus","PARCAL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Patiria miniata, bat star","PATMIN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Peltodoris nobilis","PELNOB",2015,"Invert",1,NA,5,NA
"Anderson Point",2,"CH",30,"Phyllolithodes papillosus","CRYDEC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Pisaster","PISOCH",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Pisaster brevispinus, short spined star","PISBRE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Pisaster giganteus, giant spined star","PISGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Pugettia gracilis, graceful kelp crab","PUGGRA",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
=======
"Anderson Point",2,"CH",30,"Pycnopodia helianthoides","PYCHEL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Rock scallop","CRAGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Scyra acutifrons","SCYDEC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Seastar","STARREC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Solaster stimpsoni","SOLSTI",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Strongylocentrotus purpuratus","STRPUR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Styela","STYMON",2015,"Invert",7,NA,5,NA
>>>>>>> master
"Anderson Point",2,"CH",30,"Tegula spp., turban snails","TEGSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Triophe catalinidae","TRICAT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"UNKOWN","STYFOR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Unidentified mobile invert species","UNIDSP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Urticina crassicornis","URTCRA",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Urticina lofotensis","URTLOF",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Urticina piscivora, fish-eating anemone","URTPIS",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"Urticina spp., Urticina spp.","URTSPP",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Anderson Point",2,"OS",30,"Anthopleura xanthogrammica","ANTXAN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Ceratostoma","CERFOL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Chiton","CHITON",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Clinocardium","CLAMSP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Cucumaria","CUCMIN",2015,"Invert",4,NA,5,NA
"Anderson Point",2,"OS",30,"Dermasterias","DERIMB",2015,"Invert",3,NA,5,NA
"Anderson Point",2,"OS",30,"Diodora aspera","DIOASP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Dirona","DIRALB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Doris odhneri","DORODH",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Epiactis prolifera","EPIPRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Eupentacta","EUPQUI",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Evasterias","EVATRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Fusitriton oregonensis","FUSORE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"green urchin","STRDRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Gumboot chiton","CRYSTE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Henricia leviuscula","HENLEV",2015,"Invert",2,NA,5,NA
"Anderson Point",2,"OS",30,"jingle shell","PODSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Mediaster aequalis","MEDAEQ",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Mimulus","MIMFOL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Northern kelp crab","PUGPRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Nudibranch","NUDIBR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Parastichopus","PARCAL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Peltodoris nobilis","PELNOB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Phyllolithodes papillosus","CRYDEC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pisaster","PISOCH",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pycnopodia helianthoides","PYCHEL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Rock scallop","CRAGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Scyra acutifrons","SCYDEC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Seastar","STARREC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Solaster stimpsoni","SOLSTI",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Strongylocentrotus purpuratus","STRPUR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Styela","STYMON",2015,"Invert",8,NA,5,NA
"Anderson Point",2,"OS",30,"Triophe catalinidae","TRICAT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Urticina crassicornis","URTCRA",2015,"Invert",1,NA,5,NA
"Anderson Point",2,"OS",30,"Urticina lofotensis","URTLOF",2015,"Invert",0,NA,5,NA
=======
"Anderson Point",2,"CH",30,"green urchin","STRDRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"jingle shell","PODSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"misc clams","CLAMSP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"CH",30,"misc. scallops (not rock)","SCALLOP",2015,"Invert",0,NA,5,NA
>>>>>>> master
"Anderson Point",2,"OS",30,"Acanthodoris hudsoni, white nudibranch with yellow margin (we lump with Cadlina luteomarginata)","ACAHUD",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Acanthodoris nanaimo","ACANAN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Acmaea mitra, white cap limpet","ACMMIT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Anthopleura elegantissima, aggregating anemone","ANTELE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Anthopleura xanthogrammica","ANTXAN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Balanus nubilis, giant acorn barnacle","BALNUB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Cadlina luteomarginata","CADLUT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Cancer oregonensis, pygmy rock crab","CANORE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Cancer spp., cancer crab","CANSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Ceratostoma","CERFOL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Chiton","CHITON",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Craniella arb, grey tennis ball sponge","CRAARB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Crossaster papposus, sea star","CROPAP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Cryptolithoides sitchensis, umbrella crab","CRYSIT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Cucumaria","CUCMIN",2015,"Invert",4,NA,5,NA
"Anderson Point",2,"OS",30,"Dermasterias","DERIMB",2015,"Invert",3,NA,5,NA
"Anderson Point",2,"OS",30,"Dialula sandiegensis","DIASAN",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Anderson Point",2,"OS",30,"Enteroctopus dofleini","ENTDOF",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Haliotis kamtschatkana, pinto abalone","HALKAM",2015,"Invert",0,NA,5,NA
=======
"Anderson Point",2,"OS",30,"Diodora aspera","DIOASP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Dirona","DIRALB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Doris odhneri","DORODH",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Enteroctopus dofleini","ENTDOF",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Epiactis prolifera","EPIPRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Eupentacta","EUPQUI",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Evasterias","EVATRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Fusitriton oregonensis","FUSORE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Gumboot chiton","CRYSTE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Haliotis kamtschatkana, pinto abalone","HALKAM",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Henricia leviuscula","HENLEV",2015,"Invert",2,NA,5,NA
>>>>>>> master
"Anderson Point",2,"OS",30,"Hermissenda crassicornis, opalescent nudibranch","HERCRA",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Janolus fuscus, nudibranch","JANFUS",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Lepasterias spp.","LEPSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Limacia cockerelli","LIMCOC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Lirabuccinum dirum, dire whelk","LIRDIR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Lopholithodes mandtii, Puget Sound king crab","LOPMAN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Mediaster aequalis","MEDAEQ",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Mesocentrotus franciscanus, red urchin","MESFRA",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Metridium giganteum, giant plumose anemone","METGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Metridium spp., white plumed anemones","METSPP",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Anderson Point",2,"OS",30,"misc. scallops (not rock)","SCALLOP",2015,"Invert",0,NA,5,NA
=======
"Anderson Point",2,"OS",30,"Mimulus","MIMFOL",2015,"Invert",0,NA,5,NA
>>>>>>> master
"Anderson Point",2,"OS",30,"Mytilus californianus, California mussel","MYTCAL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Northern kelp crab","PUGPRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Nucella lamellosa, whelk (used generally for rough predatory whelks)","NUCLAM",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Nudibranch","NUDIBR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Orthasterias koehleri, rainbow star","ORTKOE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pagurus spp, hermit crabs","PAGSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Parastichopus","PARCAL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Patiria miniata, bat star","PATMIN",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Peltodoris nobilis","PELNOB",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Phyllolithodes papillosus","CRYDEC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pisaster","PISOCH",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pisaster brevispinus, short spined star","PISBRE",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pisaster giganteus, giant spined star","PISGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Pugettia gracilis, graceful kelp crab","PUGGRA",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
=======
"Anderson Point",2,"OS",30,"Pycnopodia helianthoides","PYCHEL",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Rock scallop","CRAGIG",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Scyra acutifrons","SCYDEC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Seastar","STARREC",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Solaster stimpsoni","SOLSTI",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Strongylocentrotus purpuratus","STRPUR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Styela","STYMON",2015,"Invert",8,NA,5,NA
>>>>>>> master
"Anderson Point",2,"OS",30,"Tegula spp., turban snails","TEGSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Triophe catalinidae","TRICAT",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"UNKOWN","STYFOR",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Unidentified mobile invert species","UNIDSP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Urticina crassicornis","URTCRA",2015,"Invert",1,NA,5,NA
"Anderson Point",2,"OS",30,"Urticina lofotensis","URTLOF",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Urticina piscivora, fish-eating anemone","URTPIS",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"Urticina spp., Urticina spp.","URTSPP",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Cape Alava",1,"GW",60,"Anthopleura xanthogrammica","ANTXAN",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Ceratostoma","CERFOL",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Chiton","CHITON",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Clinocardium","CLAMSP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Cucumaria","CUCMIN",2015,"Invert",6,NA,5,NA
"Cape Alava",1,"GW",60,"Dermasterias","DERIMB",2015,"Invert",2,NA,5,NA
"Cape Alava",1,"GW",60,"Diodora aspera","DIOASP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Dirona","DIRALB",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Doris odhneri","DORODH",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Epiactis prolifera","EPIPRO",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Eupentacta","EUPQUI",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Evasterias","EVATRO",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Fusitriton oregonensis","FUSORE",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"green urchin","STRDRO",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Gumboot chiton","CRYSTE",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Henricia leviuscula","HENLEV",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"jingle shell","PODSPP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Mediaster aequalis","MEDAEQ",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Mimulus","MIMFOL",2015,"Invert",1,NA,5,NA
"Cape Alava",1,"GW",60,"Northern kelp crab","PUGPRO",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Nudibranch","NUDIBR",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Parastichopus","PARCAL",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Peltodoris nobilis","PELNOB",2015,"Invert",1,NA,5,NA
"Cape Alava",1,"GW",60,"Phyllolithodes papillosus","CRYDEC",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Pisaster","PISOCH",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Pycnopodia helianthoides","PYCHEL",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Rock scallop","CRAGIG",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Scyra acutifrons","SCYDEC",2015,"Invert",1,NA,5,NA
"Cape Alava",1,"GW",60,"Seastar","STARREC",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Solaster stimpsoni","SOLSTI",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Strongylocentrotus purpuratus","STRPUR",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Styela","STYMON",2015,"Invert",6,NA,5,NA
"Cape Alava",1,"GW",60,"Triophe catalinidae","TRICAT",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Urticina crassicornis","URTCRA",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Urticina lofotensis","URTLOF",2015,"Invert",0,NA,5,NA
=======
"Anderson Point",2,"OS",30,"green urchin","STRDRO",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"jingle shell","PODSPP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"misc clams","CLAMSP",2015,"Invert",0,NA,5,NA
"Anderson Point",2,"OS",30,"misc. scallops (not rock)","SCALLOP",2015,"Invert",0,NA,5,NA
>>>>>>> master
"Cape Alava",1,"GW",60,"Acanthodoris hudsoni, white nudibranch with yellow margin (we lump with Cadlina luteomarginata)","ACAHUD",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Acanthodoris nanaimo","ACANAN",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Acmaea mitra, white cap limpet","ACMMIT",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Anthopleura elegantissima, aggregating anemone","ANTELE",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Anthopleura xanthogrammica","ANTXAN",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Balanus nubilis, giant acorn barnacle","BALNUB",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Cadlina luteomarginata","CADLUT",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Cancer oregonensis, pygmy rock crab","CANORE",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Cancer spp., cancer crab","CANSPP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Ceratostoma","CERFOL",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Chiton","CHITON",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Craniella arb, grey tennis ball sponge","CRAARB",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Crossaster papposus, sea star","CROPAP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Cryptolithoides sitchensis, umbrella crab","CRYSIT",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Cucumaria","CUCMIN",2015,"Invert",6,NA,5,NA
"Cape Alava",1,"GW",60,"Dermasterias","DERIMB",2015,"Invert",2,NA,5,NA
"Cape Alava",1,"GW",60,"Dialula sandiegensis","DIASAN",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Cape Alava",1,"GW",60,"Enteroctopus dofleini","ENTDOF",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Haliotis kamtschatkana, pinto abalone","HALKAM",2015,"Invert",0,NA,5,NA
=======
"Cape Alava",1,"GW",60,"Diodora aspera","DIOASP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Dirona","DIRALB",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Doris odhneri","DORODH",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Enteroctopus dofleini","ENTDOF",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Epiactis prolifera","EPIPRO",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Eupentacta","EUPQUI",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Evasterias","EVATRO",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Fusitriton oregonensis","FUSORE",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Gumboot chiton","CRYSTE",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Haliotis kamtschatkana, pinto abalone","HALKAM",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Henricia leviuscula","HENLEV",2015,"Invert",0,NA,5,NA
>>>>>>> master
"Cape Alava",1,"GW",60,"Hermissenda crassicornis, opalescent nudibranch","HERCRA",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Janolus fuscus, nudibranch","JANFUS",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Lepasterias spp.","LEPSPP",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Limacia cockerelli","LIMCOC",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Lirabuccinum dirum, dire whelk","LIRDIR",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Lopholithodes mandtii, Puget Sound king crab","LOPMAN",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Mediaster aequalis","MEDAEQ",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Mesocentrotus franciscanus, red urchin","MESFRA",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Metridium giganteum, giant plumose anemone","METGIG",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Metridium spp., white plumed anemones","METSPP",2015,"Invert",0,NA,5,NA
<<<<<<< HEAD
"Cape Alava",1,"GW",60,"misc. scallops (not rock)","SCALLOP",2015,"Invert",0,NA,5,NA
=======
"Cape Alava",1,"GW",60,"Mimulus","MIMFOL",2015,"Invert",1,NA,5,NA
>>>>>>> master
"Cape Alava",1,"GW",60,"Mytilus californianus, California mussel","MYTCAL",2015,"Invert",0,NA,5,NA
"Cape Alava",1,"GW",60,"Northern kelp crab","PUGPRO",2015,"Invert",0,NA,5,NA
